Age,Financial Status,Has a Laptop,Type of Internet Connection,CC100,CC101,CC102,CS111/IT112,English Prof,Reading Compre,Science Process,Quantitative,Abstract,CET OAPR,SHS/HS GPA,ABM/BAM,GAS,HUMSS,STEM,Sports Track,TVL-HE,TVL-ICT,Female,Male,Prefer not to say,2018,2019,2020,2021,label
19,0,2,1,5,3,6,5,78.85,82.26,66.81,53.82,87.72,80.63,89.5,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1
19,0,2,2,6,4,6,6,82.02,77.12,76.79,93.38,83.75,87.64,89.5,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
19,2,2,2,7,2,7,8,97.83,98.7,51.68,96.87,97.87,97.27,93.15,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
20,0,2,1,5,4,7,7,87.6,92.88,89.19,84.63,87.72,92.03,89.5,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1
20,1,2,2,4,4,7,8,89.71,82.26,66.81,34.54,95.65,86.26,89.5,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1
21,0,2,2,7,7,3,6,58.56,71.99,51.68,6.59,87.72,60.09,90.5,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
20,1,2,1,4,2,4,3,96.52,90.94,85.06,44.18,63.1,91.56,87.06,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1
19,2,2,2,6,4,7,7,82.02,94.82,80.93,70.61,97.87,89.65,90.25,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1
19,2,2,2,6,4,6,5,76.83,87.4,72.66,24.91,79.78,76.98,83.98,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1
20,1,0,1,8,8,6,7,70.75,90.94,80.93,84.63,15.15,76.98,87.5,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
20,1,1,1,5,2,7,6,80.58,77.12,85.06,44.18,33.69,76.98,86.5,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1
19,2,2,2,6,6,1,2,96.52,98.7,89.19,75.28,98.34,96.72,91.5,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
19,3,2,2,8,4,9,8,72.78,90.94,44.12,63.45,63.1,74.25,90.66,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1
20,1,1,1,8,5,7,8,74.8,66.85,44.12,79.96,72.9,74.25,93.5,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
19,2,2,2,7,8,4,7,52.9,77.12,59.25,75.28,53.29,65.83,88.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1
20,1,2,1,7,7,6,9,55.84,66.85,72.66,97.95,95.65,82.81,92.5,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1
20,1,1,2,7,3,6,5,74.8,82.26,80.93,24.91,33.69,72.43,89.5,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1
19,0,2,2,7,7,9,8,96.08,96.76,98.86,97.62,87.72,98.31,95.0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
20,1,2,1,6,5,4,5,96.63,68.98,91.68,98.71,87.72,87.54,86.87,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
19,0,2,2,6,4,7,5,91.83,92.88,72.66,34.54,20.6,82.81,91.4,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1
20,1,2,1,8,9,7,8,61.05,61.11,76.79,53.82,43.49,64.72,89.5,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1
20,4,2,2,7,8,8,9,72.78,71.99,44.12,53.82,83.75,72.43,94.5,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
20,1,1,1,2,3,6,5,74.8,61.11,66.81,89.31,26.06,73.34,88.0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1
20,2,1,1,8,3,7,5,78.85,54.75,59.25,95.71,20.6,76.07,89.5,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1
19,2,2,2,6,4,7,6,68.5,87.4,72.66,44.18,72.9,74.25,85.07,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
20,3,2,2,6,6,6,5,90.77,82.26,59.25,89.31,79.78,88.7,89.5,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1
19,2,2,2,7,5,7,7,83.47,71.99,51.68,53.82,63.1,76.07,90.5,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1
19,2,2,2,7,4,8,8,66.01,48.4,89.19,84.63,72.9,76.07,93.5,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1
20,2,0,2,7,7,2,7,63.53,61.11,72.66,75.28,43.49,68.07,88.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1
21,2,1,1,7,4,7,4,80.58,90.94,96.28,75.28,72.9,88.7,94.0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
20,3,1,0,6,5,6,5,61.05,35.7,59.25,84.63,20.6,58.64,92.5,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1
20,1,0,1,7,5,7,7,44.05,92.88,80.93,53.82,79.78,71.42,85.5,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
20,0,2,2,7,5,7,6,93.41,94.82,93.41,93.38,83.75,95.73,91.8,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1
20,2,2,1,7,8,5,8,70.75,61.11,44.12,70.61,53.29,66.95,88.5,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
20,0,0,2,6,2,7,7,52.9,61.11,80.93,79.96,87.72,73.34,85.5,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
20,2,2,2,7,8,8,8,37.99,48.4,59.25,84.63,79.78,60.09,97.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1
21,3,1,1,7,2,7,9,74.8,61.11,59.25,70.61,79.8,74.25,93.0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1
20,0,2,1,6,7,4,9,78.85,42.05,51.68,34.54,79.78,68.07,93.5,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
20,0,2,2,6,2,8,6,88.66,71.99,76.79,63.45,63.1,83.5,86.74,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1
19,1,2,2,6,8,6,4,86.35,48.4,85.06,53.82,87.72,82.81,89.5,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
20,0,2,2,5,1,2,2,66.01,54.75,80.93,84.63,83.75,76.98,86.13,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
21,0,2,2,6,2,7,4,66.01,54.75,80.93,84.63,83.75,76.98,83.5,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1
19,4,2,2,7,4,8,3,96.95,94.82,89.19,92.22,95.65,96.9,93.53,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1
20,0,2,2,4,5,7,2,74.8,90.94,89.19,70.61,87.72,85.57,84.0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1
20,1,0,1,8,9,7,8,66.01,90.94,72.66,44.18,53.29,72.43,90.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1
20,3,2,1,5,2,8,4,72.78,66.85,59.25,24.91,87.72,71.42,85.38,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1
20,0,2,2,4,2,2,6,74.8,42.05,18.75,63.45,72.9,62.48,83.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1
19,3,2,2,8,5,6,5,78.85,54.75,51.68,79.96,91.68,78.81,85.12,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
20,1,2,2,5,4,6,8,86.35,71.99,51.68,44.18,79.78,78.81,90.5,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1
19,2,2,2,7,7,3,8,68.5,48.4,29.96,14.31,91.68,60.09,89.5,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1
19,4,0,2,1,6,2,8,49.95,66.85,66.81,84.63,83.75,70.3,93.5,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
20,3,1,1,6,7,4,7,55.84,90.94,76.79,92.22,79.78,79.72,89.5,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1
19,1,0,1,8,6,6,8,82.02,66.85,59.25,53.82,72.9,76.07,93.0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1
23,0,1,0,6,2,2,6,68.5,71.99,13.15,53.82,63.1,61.37,90.82,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1
20,0,2,1,8,4,8,9,74.8,48.4,66.81,70.61,87.72,75.16,89.5,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1
20,0,0,2,6,7,5,7,94.81,77.12,85.06,53.82,95.65,92.03,93.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1
19,1,2,1,5,4,7,7,84.91,77.12,72.66,53.82,95.65,84.88,89.5,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1
19,2,1,1,7,4,6,7,86.35,66.85,59.25,95.71,63.1,85.57,89.0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
